iter	Passed	Remaining
444	1199	1496
445	1201	1492
446	1203	1489
447	1205	1485
448	1207	1482
449	1210	1479
450	1213	1477
451	1215	1473
452	1217	1469
453	1218	1465
454	1220	1462
455	1222	1458
456	1227	1458
457	1229	1455
458	1231	1451
459	1233	1447
460	1235	1444
461	1237	1441
462	1239	1437
463	1241	1434
464	1244	1431
465	1246	1428
466	1248	1425
467	1251	1422
468	1254	1420
469	1256	1417
470	1259	1414
471	1262	1412
472	1267	1412
473	1270	1410
474	1276	1411
475	1280	1410
476	1285	1409
477	1289	1408
478	1292	1405
479	1294	1402
480	1296	1399
481	1302	1399
482	1304	1396
483	1307	1393
484	1309	1390
485	1311	1386
486	1315	1385
487	1318	1383
488	1320	1379
489	1322	1376
490	1323	1372
491	1326	1369
492	1330	1368
493	1333	1365
494	1335	1362
495	1337	1358
496	1339	1355
497	1341	1352
498	1344	1349
499	1346	1346
500	1348	1343
501	1350	1340
502	1352	1336
503	1354	1333
504	1357	1330
505	1360	1327
506	1361	1324
507	1363	1320
508	1364	1316
509	1366	1313
510	1368	1309
511	1373	1309
512	1375	1305
513	1376	1301
514	1379	1298
515	1380	1295
516	1383	1292
517	1385	1289
518	1399	1296
519	1401	1294
520	1404	1291
521	1406	1287
522	1408	1284
523	1410	1281
524	1414	1279
525	1417	1277
526	1420	1274
527	1422	1271
528	1424	1267
529	1426	1264
530	1428	1261
531	1431	1259
532	1434	1256
533	1436	1253
534	1438	1250
535	1440	1247
536	1442	1243
537	1444	1240
538	1447	1237
539	1449	1234
540	1451	1231
541	1453	1228
542	1455	1224
543	1458	1222
544	1460	1219
545	1462	1216
546	1465	1213
547	1469	1212
548	1472	1209
549	1475	1206
550	1478	1204
551	1481	1202
552	1485	1200
553	1487	1197
554	1491	1196
555	1496	1195
556	1500	1193
557	1503	1190
558	1507	1188
559	1509	1186
560	1512	1183
561	1515	1180
562	1517	1178
563	1522	1177
564	1525	1174
565	1527	1171
566	1530	1169
567	1533	1166
568	1537	1164
569	1541	1162
570	1544	1160
571	1547	1157
572	1553	1157
573	1555	1154
574	1558	1151
575	1561	1149
576	1565	1147
577	1569	1145
578	1571	1142
579	1573	1139
580	1575	1136
581	1578	1133
582	1580	1130
583	1583	1127
584	1585	1124
585	1587	1121
586	1590	1118
587	1593	1116
588	1596	1113
589	1598	1111
590	1600	1107
591	1604	1105
592	1606	1102
593	1609	1100
594	1612	1097
595	1614	1094
596	1617	1091
597	1619	1088
598	1621	1085
599	1623	1082
600	1626	1080
601	1629	1077
602	1631	1074
603	1633	1071
604	1636	1068
605	1638	1065
606	1641	1062
607	1644	1059
608	1646	1057
609	1648	1053
610	1650	1050
611	1652	1047
612	1656	1045
613	1659	1043
614	1661	1039
615	1663	1036
616	1666	1034
617	1669	1031
618	1671	1029
619	1674	1026
620	1676	1023
621	1679	1020
622	1682	1017
623	1684	1015
624	1687	1012
625	1689	1009
626	1690	1005
627	1692	1002
628	1695	1000
629	1698	997
630	1700	994
631	1702	991
632	1704	988
633	1707	985
634	1709	982
635	1712	979
636	1714	976
637	1716	974
638	1718	971
639	1721	968
640	1723	965
641	1725	962
642	1728	959
643	1730	956
644	1732	953
645	1734	950
646	1737	948
647	1740	945
648	1742	942
649	1744	939
650	1746	936
651	1749	933
652	1752	931
653	1754	928
654	1757	925
655	1759	922
656	1761	919
657	1764	917
658	1766	914
659	1769	911
660	1771	908
661	1773	905
662	1775	902
663	1778	899
664	1780	897
665	1783	894
666	1785	891
667	1787	888
668	1790	885
669	1793	883
670	1795	880
671	1797	877
672	1800	874
673	1802	871
674	1804	869
675	1807	866
676	1809	863
677	1811	860
678	1814	857
679	1816	854
680	1818	851
681	1821	849
682	1823	846
683	1825	843
684	1827	840
685	1829	837
686	1831	834
687	1834	831
688	1836	828
689	1838	826
690	1840	823
691	1842	820
692	1844	817
693	1847	814
694	1849	811
695	1851	808
696	1853	805
697	1855	802
698	1857	799
699	1860	797
700	1862	794
701	1864	791
702	1866	788
703	1868	785
704	1870	782
705	1872	779
706	1874	776
707	1876	773
708	1878	771
709	1880	768
710	1882	765
711	1884	762
712	1887	759
713	1889	756
714	1891	753
715	1893	750
716	1894	747
717	1896	745
718	1898	742
719	1901	739
720	1903	736
721	1905	733
722	1907	730
723	1909	727
724	1911	725
725	1914	722
726	1917	719
727	1919	717
728	1922	714
729	1924	711
730	1927	709
731	1929	706
732	1931	703
733	1933	700
734	1935	697
735	1936	694
736	1938	691
737	1941	689
738	1943	686
739	1945	683
740	1947	680
741	1949	677
742	1951	674
743	1953	672
744	1955	669
745	1957	666
746	1958	663
747	1961	660
748	1963	657
749	1964	654
750	1967	652
751	1969	649
752	1970	646
753	1972	643
754	1974	640
755	1976	637
756	1978	635
757	1981	632
758	1983	629
759	1985	627
760	1987	624
761	1989	621
762	1991	618
763	1993	615
764	1996	613
765	1998	610
766	2000	607
767	2003	605
768	2005	602
769	2007	599
770	2009	596
771	2011	594
772	2013	591
773	2015	588
774	2018	585
775	2021	583
776	2023	580
777	2025	578
778	2028	575
779	2030	572
780	2032	569
781	2035	567
782	2038	564
783	2040	562
784	2042	559
785	2044	556
786	2047	554
787	2050	551
788	2053	549
789	2056	546
790	2058	543
791	2060	541
792	2063	538
793	2065	535
794	2068	533
795	2071	530
796	2073	528
797	2076	525
798	2078	522
799	2081	520
800	2083	517
801	2085	514
802	2088	512
803	2090	509
804	2092	506
805	2094	504
806	2097	501
807	2100	499
808	2103	496
809	2105	493
810	2106	491
811	2109	488
812	2113	486
813	2125	485
814	2131	483
815	2136	481
816	2139	479
817	2140	476
818	2142	473
819	2144	470
820	2146	468
821	2148	465
822	2151	462
823	2153	459
824	2156	457
825	2157	454
826	2160	451
827	2162	449
828	2164	446
829	2166	443
830	2168	440
831	2170	438
832	2172	435
833	2174	432
834	2175	429
835	2177	427
836	2179	424
837	2181	421
838	2183	419
839	2185	416
840	2187	413
841	2189	410
842	2191	408
843	2193	405
844	2196	402
845	2197	400
846	2199	397
847	2201	394
848	2203	391
849	2204	389
850	2206	386
851	2208	383
852	2210	380
853	2212	378
854	2214	375
855	2215	372
856	2217	370
857	2219	367
858	2221	364
859	2223	361
860	2225	359
861	2227	356
862	2229	353
863	2231	351
864	2233	348
865	2234	345
866	2237	343
867	2239	340
868	2241	337
869	2242	335
870	2244	332
871	2246	329
872	2248	327
873	2250	324
874	2252	321
875	2254	319
876	2256	316
877	2258	313
878	2260	311
879	2262	308
880	2264	305
881	2266	303
882	2268	300
883	2270	297
884	2272	295
885	2274	292
886	2276	290
887	2279	287
888	2281	284
889	2283	282
890	2285	279
891	2287	276
892	2289	274
893	2292	271
894	2294	269
895	2296	266
896	2298	263
897	2300	261
898	2302	258
899	2305	256
900	2307	253
901	2309	250
902	2311	248
903	2313	245
904	2315	243
905	2317	240
906	2320	237
907	2322	235
908	2324	232
909	2326	230
910	2327	227
911	2329	224
912	2331	222
913	2333	219
914	2335	216
915	2337	214
916	2339	211
917	2341	209
918	2343	206
919	2345	203
920	2347	201
921	2349	198
922	2351	196
923	2353	193
924	2355	190
925	2357	188
926	2358	185
927	2361	183
928	2363	180
929	2365	178
930	2367	175
931	2369	172
932	2371	170
933	2374	167
934	2376	165
935	2378	162
936	2380	160
937	2382	157
938	2383	154
939	2385	152
940	2387	149
941	2390	147
942	2392	144
943	2393	142
944	2396	139
945	2397	136
946	2399	134
947	2401	131
948	2404	129
949	2405	126
950	2407	124
951	2409	121
952	2411	118
953	2412	116
954	2415	113
955	2417	111
956	2419	108
957	2421	106
958	2423	103
959	2425	101
960	2426	98
961	2428	95
962	2430	93
963	2432	90
964	2433	88
965	2436	85
966	2438	83
967	2440	80
968	2441	78
969	2443	75
970	2446	73
971	2448	70
972	2450	67
973	2452	65
974	2453	62
975	2455	60
976	2457	57
977	2459	55
978	2461	52
979	2464	50
980	2466	47
981	2468	45
982	2470	42
983	2471	40
984	2473	37
985	2475	35
986	2477	32
987	2478	30
988	2480	27
989	2482	25
990	2484	22
991	2486	20
992	2488	17
993	2489	15
994	2491	12
995	2493	10
996	2495	7
997	2497	5
998	2499	2
999	2501	0
